,urn,title,authors,year
3696,URN:NBN:no-nb_digibok_2008061100088,Opplæring i norsk : B-utgave med bilder : 3. klasse,"Søreide , Henrik",1953
1254,URN:NBN:no-nb_digibok_2008061100087,Opplæring i norsk : B-utgave med bilder : 2. klasse,"Søreide , Henrik",1953
3689,URN:NBN:no-nb_digibok_2008050904027,3. skoleår : morsmål og heimstad,"Eriksen , Ester / Østnor , Gerd",1953
2395,URN:NBN:no-nb_digibok_2009012700007,7. skoleår : rettskrivning og tegnsetning,"Eide , Aasmund J.",1953
2952,URN:NBN:no-nb_digibok_2009012700002,Lærebok i norsk etter arbeidsskoleprinsippet. Hefte 2 : 4. og 5. klasse,"Haaland , Gerh .",1953
4245,URN:NBN:no-nb_digibok_2008061100068,Opplæring i norsk : B-utgave med bilder : 7. klasse,"Søreide , Henrik",1953
3649,URN:NBN:no-nb_digibok_2008051600026,2. skoleår : morsmål og heimstad,"Eriksen , Ester / Østnor , Gerd",1953
1805,URN:NBN:no-nb_digibok_2009070600088,4. skoleår : rettskrivning og tegnsetning,"Eide , Aasmund J. / Frenger , Per",1953
1037,URN:NBN:no-nb_digibok_2009072800067,Skriftleg norsk : 6. og 7. skuleåret,"Bergersen , Hans",1953
2492,URN:NBN:no-nb_digibok_2008061100076,Opplæring i norsk : B-utgave med bilder : 4. klasse,"Søreide , Henrik",1954
374,URN:NBN:no-nb_digibok_2011120608084,Grammatikk for folkeskolen,"Bergersen , Hans",1954
2564,URN:NBN:no-nb_digibok_2007062504068,Vi skriv norsk : 4. skuleåret : rettskriving og teiknsetjing,"Eide , Aasmund J. / Eriksen , Ester / Østnor , Gerd",1955
4001,URN:NBN:no-nb_digibok_2007061400032,Vi skriv norsk : 7. skuleåret : rettskriving og teiknsetjing,"Eide , Aasmund J. / Eriksen , Ester / Østnor , Gerd",1955
54,URN:NBN:no-nb_digibok_2008061100079,Opplæring i norsk : A-utgave med bilder : 4. klasse,"Søreide , Henrik",1955
2760,URN:NBN:no-nb_digibok_2007062504065,Vi skriv norsk : 5. skuleåret : rettskriving og teiknsetjing,"Eide , Aasmund J. / Eriksen , Ester / Østnor , Gerd",1955
3744,URN:NBN:no-nb_digibok_2009012700006,Vi skriv norsk : 2. skuleåret : morsmål og heimstad,"Eriksen , Ester / Østnor , Gerd",1955
4130,URN:NBN:no-nb_digibok_2007062504069,Vi skriv norsk : 6. skuleåret : rettskriving og teiknsetjing,"Eide , Aasmund J. / Eriksen , Ester / Østnor , Gerd",1955
793,URN:NBN:no-nb_digibok_2011112808080,Min første lesebok,"Gundersen , Marie / Munch , Mathilde / Aulie , Reidar / Seim , Randi / Munch , Jan .",1955
493,URN:NBN:no-nb_digibok_2009012800043,Vi skriv norsk : 3. skuleåret : morsmål og heimstad,"Eriksen , Ester / Østnor , Gerd",1955
4671,URN:NBN:no-nb_digibok_2008082001025,Småskolens lesebøker. 2 : Gode venner : annen bok,"Egner , Thorbjørn / Jacobsen , Karen / Kløvstad , Helene C.",1955
3367,URN:NBN:no-nb_digibok_2009062204020,Skriftlig norsk : B-utgave : 3. skoleår,"Bergersen , Hans / Johnson , Arne",1955
1008,URN:NBN:no-nb_digibok_2011011906057,Grammatikk for folkeskolen,"Bergersen , Hans",1956
4757,URN:NBN:no-nb_digibok_2008061100077,Opplæring i norsk : B-utgave med bilder : 5. klasse,"Søreide , Henrik",1956
280,URN:NBN:no-nb_digibok_2011121908046,Norsk skriftlig og muntlig i realskolen,"Bjørge , Johan",1956
881,URN:NBN:no-nb_digibok_2008043004001,Norsk språklære : til skolebruk og sjølstudium,"Næs , Olav",1956
3191,URN:NBN:no-nb_digibok_2010070105085,Grammatikk for folkeskolen,"Bergersen , Hans / Johnson , Arne",1956
538,URN:NBN:no-nb_digibok_2011122208083,Sproget i folkeskolens lærebøker : en veiledning i valg av moderate bøker,,1956
4307,URN:NBN:no-nb_digibok_2007060504048,Litteraturhistorie for realskolen,"Coward , Gorgus",1957
3527,URN:NBN:no-nb_digibok_2009012804098,Lærebok i norsk etter arbeidsskoleprinsippet : bokmål. H. 3 : 6. og 7. klasse,"Haaland , Gerh .",1957
2214,URN:NBN:no-nb_digibok_2009013004066,Thorbjørn Egners lesebøker. 6 : Det var en gang : for annen halvdel av fjerde skoleår,"Egner , Thorbjørn",1957
3256,URN:NBN:no-nb_digibok_2008061100078,Opplæring i norsk : B-utgave med bilder : 6. klasse,"Søreide , Henrik",1957
1922,URN:NBN:no-nb_digibok_2012042708073,Moderne nynorsk normalprosa : til bruk i gymnas og andre skular for ungdom,"Torvik , Ingvald",1957
1112,URN:NBN:no-nb_digibok_2010070805065,Dikterne og bøkene : litteraturhistorie : til leseverket Norsk litteratur for realskolen og gymnasiet,"Villum , Asbjørn",1958
1744,URN:NBN:no-nb_digibok_2012012408039,Min første lesebok,"Gundersen , Marie / Munch , Mathilde / Aulie , Reidar",1958
1490,URN:NBN:no-nb_digibok_2012062208128,Rettledning til M. Gundersen og M. Munch: Min første lesebok,"Munch , Mathilde / Jordan , Randi Seim",1958
712,URN:NBN:no-nb_digibok_2012053108156,Fabritius skriveverk. 1A : Store bokstaver,"Karlberg , Odd / Wessel , Kari",1958
982,URN:NBN:no-nb_digibok_2012011308038,Thorbjørn Egners lesebøker. 5 : Hav og hei : for første halvdel av fjerde skoleår,"Egner , Thorbjørn",1958
1129,URN:NBN:no-nb_digibok_2009010900047,Opplæring i norsk : rettskrivning og grammatikk. 3 : 3. skoleår,"Søreide , Henrik / Solheim , Bjørn Elling",1959
1762,URN:NBN:no-nb_digibok_2010111606019,Norsk grammatikk for folkehøgskolen,"Eriksen , Magnus / Rødland , Reinert",1959
4233,URN:NBN:no-nb_digibok_2009060804108,Lærebok i nynorsk,"Dale , Johs . A.",1959
1925,URN:NBN:no-nb_digibok_2008072504054,Fabritius skriveverk. 1B : Små bokstaver,"Karlberg , Odd / Wessel , Kari",1959
1714,URN:NBN:no-nb_digibok_2012012408058,Thorbjørn Egners lesebøker. 7 : Gode naboer : for første halvdel av femte skoleår,"Egner , Thorbjørn",1959
3617,URN:NBN:no-nb_digibok_2008062304042,Norsk i framhaldsskolen : arbeidsoppgaver,"Slinde , Leiv",1959
3712,URN:NBN:no-nb_digibok_2008120304080,Opplæring i norsk : rettskrivning og grammatikk. 2 : 2. skoleår,"Søreide , Henrik / Solheim , Bjørn Elling",1959
221,URN:NBN:no-nb_digibok_2009061701031,Norsklære : bokmål med nynorsktillegg,"Dale , Johs . A.",1959
3804,URN:NBN:no-nb_digibok_2008062004051,Øving gjør mester : lærebok med øvinger i skriftlig norsk. D. 2 : ... for 4.-7. skoleår,"Knappen , A. E.",1959
3021,URN:NBN:no-nb_digibok_2008050800004,Norsklære : nynorsk med bokmålstillegg,"Dale , Johs . A.",1959
1700,URN:NBN:no-nb_digibok_2012011908104,Lesebok : første skoleåret,"Bergersen , Hans",1959
2762,URN:NBN:no-nb_digibok_2008070804080,Øving gjer meister : lærebok med øvingar i skriftleg norsk. D. 1 : ... for 2.-3. skuleåret,"Knappen , A. E. / Eskeland , Ivar",1960
485,URN:NBN:no-nb_digibok_2014102808059,Skriftlig norsk : A-utgave : 7. skoleår,"Bergersen , Hans",1960
2826,URN:NBN:no-nb_digibok_2010111006017,Norskbok for folkeskulen : rettskriving og grammatikk : 4. og 5. skuleåret,"Søreide , Henrik / Solheim , Bjørn Elling",1960
2772,URN:NBN:no-nb_digibok_2012061308054,Lærebok i norsk for folkeskolen. H. 5 : 6. klasse,"Asheim , Konrad / Asheim , Reidar",1960
820,URN:NBN:no-nb_digibok_2016110848540,Vi skriv norsk. 3 : Morsmål og heimstad 3. skuleåret,"Eriksen , Ester / Østnor , Gerd",1960
2626,URN:NBN:no-nb_digibok_2010110805033,Opplæring i norsk : rettskrivning og grammatikk. 5 : 5. skoleår,"Søreide , Henrik / Solheim , Bjørn Elling",1960
3039,URN:NBN:no-nb_digibok_2016110848541,Vi skriv norsk. 2 : Morsmål og heimstad 2. skuleåret,"Eriksen , Ester / Østnor , Gerd",1960
67,URN:NBN:no-nb_digibok_2009060204081,Norsk boksoge,"Dale , Johs . A.",1960
1859,URN:NBN:no-nb_digibok_2013101406067,Vår diktning : med tillegg av dansk og svensk litteratur,"Coward , Gorgus / Brinck-Lund , B. / Ranheimsæter , Ørnulf",1960
2010,URN:NBN:no-nb_digibok_2016110848537,Vi skriv norsk. 6. skuleåret : Rettskriving og teiknsetjing,"Eide , Aasmund J.",1960
2066,URN:NBN:no-nb_digibok_2016110848539,Vi skriv norsk. 4. skuleåret : Rettskriving og teiknsetjing,"Eide , Aasmund J.",1960
2239,URN:NBN:no-nb_digibok_2016110848538,Vi skriv norsk. 5. skuleåret : Rettskriving og teiknsetjing,"Eide , Aasmund J.",1960
2126,URN:NBN:no-nb_digibok_2008051904096,Thorbjørn Egners lesebøker. 1 : I byen og på landet : for første halvdel av annet skoleår,"Egner , Thorbjørn",1960
2705,URN:NBN:no-nb_digibok_2009013004020,Thorbjørn Egners lesebøker. 10 : Hverdagens saga : for annen halvdel av sjette skoleår,"Egner , Thorbjørn",1960
3898,URN:NBN:no-nb_digibok_2016110848536,Vi skriv norsk. 7. skuleåret : Rettskriving og teiknsetjing,"Eide , Aasmund J.",1960
4417,URN:NBN:no-nb_digibok_2016113048004,111 emne til diktat og attforteljing,"Fjalestad , Jakob",1960
1375,URN:NBN:no-nb_digibok_2016070748083,Skriftlig norsk : A-utgave 3. skoleår,"Bergersen , Hans / Johnson , Arne",1960
883,URN:NBN:no-nb_digibok_2010111205062,Opplæring i norsk : rettskrivning og grammatikk. 5 : 5. skoleår,"Søreide , Henrik / Solheim , Bjørn Elling",1960
3228,URN:NBN:no-nb_digibok_2014031708059,Skriftlig norsk : A-utgave 6. skoleår,"Bergersen , Hans / Johnson , Arne",1960
1051,URN:NBN:no-nb_digibok_2012061308052,Lærebok i norsk for folkeskolen. H. 3 : 4. klasse,"Asheim , Konrad / Asheim , Reidar",1960
1274,URN:NBN:no-nb_digibok_2012061308053,Lærebok i norsk for folkeskolen. H. 4 : 5. klasse,"Asheim , Konrad / Asheim , Reidar",1960
592,URN:NBN:no-nb_digibok_2010112306055,Opplæring i norsk : rettskrivning og grammatikk. 4 : 4. skoleår,"Søreide , Henrik / Solheim , Bjørn Elling",1960
3506,URN:NBN:no-nb_digibok_2016113048064,Til gjenfortelling og diktat,"Skretting , Aksel",1960
852,URN:NBN:no-nb_digibok_2009013004067,Thorbjørn Egners lesebøker : tolvbindsutgave. Bok 7 : Gode naboer : for første halvdel av femte skoleår,"Egner , Thorbjørn",1961
2264,URN:NBN:no-nb_digibok_2008091000027,Opplæring i norsk : rettskrivning og grammatikk. 6 : 6. skoleår,"Søreide , Henrik / Solheim , Bjørn Elling",1961
1883,URN:NBN:no-nb_digibok_2010110405027,Norskbok for folkeskulen : rettskriving og grammatikk : 6. og 7. skuleåret,"Søreide , Henrik / Solheim , Bjørn Elling",1961
387,URN:NBN:no-nb_digibok_2008081204016,"A-B-C bøkene. A-boka : Se, si, lese","Wessel , Kari",1961
647,URN:NBN:no-nb_digibok_2009013004069,Thorbjørn Egners lesebøker. 1 : På landet og i byen : for første halvdelen av andre skuleåret,"Egner , Thorbjørn",1961
4188,URN:NBN:no-nb_digibok_2010112406014,Opplæring i norsk : rettskrivning og grammatikk. 7 : 7. skoleår,"Søreide , Henrik / Solheim , Bjørn Elling",1961
1776,URN:NBN:no-nb_digibok_2017051148094,Attforteljingar på nynorsk : med grammatiske øvingar,"Refnin , Ivar",1961
3457,URN:NBN:no-nb_digibok_2014070406024,Henrik Arnold Wergeland,"Wergeland , Henrik / Knudsen , D. F. ( David Faye ) / Høigård , Einar",1961
3075,URN:NBN:no-nb_digibok_2013081208108,Thorbjørn Egners lesebøker : tolvbindsutgave. 6 : Det var en gang : for annen halvdel av fjerde skoleår,"Egner , Thorbjørn",1961
1180,URN:NBN:no-nb_digibok_2008051904146,Diktere og diktekunst : litteraturhistorie for gymnaset,"Coward , Gorgus",1961
4614,URN:NBN:no-nb_digibok_2010091705024,Thorbjørn Egners lesebøker. 3 : Sør og Nord i landet : for første halvdelen av tredje skuleåret,"Egner , Thorbjørn",1961
483,URN:NBN:no-nb_digibok_2010091705023,Thorbjørn Egners lesebøker. 9 : Framover : for første halvdelen av sjette skuleåret,"Egner , Thorbjørn",1961
4487,URN:NBN:no-nb_digibok_2008071800093,Øving gjer meister : lærebok med øvingar i skriftleg norsk. D. 2 : ... for 4.-7. skuleåret,"Knappen , A. E. / Eskeland , Ivar",1961
1322,URN:NBN:no-nb_digibok_2010111205019,Opplæring i norsk : rettskrivning og grammatikk. 6 : 6. skoleår,"Søreide , Henrik / Solheim , Bjørn Elling",1961
1319,URN:NBN:no-nb_digibok_2009012304011,Thorbjørn Egners lesebøker : tolvbindsutgave. 5 : Hav og hei : for første halvdel av fjerde skoleår,"Egner , Thorbjørn",1961
1759,URN:NBN:no-nb_digibok_2010110906005,Språket vårt gjennom tidene : stutt norsk målsoge,"Lundeby , Einar / Torvik , Ingvald",1961
3935,URN:NBN:no-nb_digibok_2009060904010,Hva leste du nå?. H. 1 : Øvelser i stillelesing for 2. skoleår,"Dahl , Asta Holter",1962
3831,URN:NBN:no-nb_digibok_2009013004070,Thorbjørn Egners lesebøker. 2 : Gode Venner : for siste halvdel av annet skoleår,"Egner , Thorbjørn",1962
2092,URN:NBN:no-nb_digibok_2009013004068,Thorbjørn Egners lesebøker : tolvbindsutgave. 9 : Framover : for første halvdel av sjette skoleår,"Egner , Thorbjørn",1962
1618,URN:NBN:no-nb_digibok_2007032801100,Morsmålet : norsklære for den linjedelte ungdomsskolen 7.-9. år,"Fossestøl , Bernt / Lundeby , Einar / Torvik , Ingvald",1962
2447,URN:NBN:no-nb_digibok_2009062300004,Hva leste du nå?. H. 1 : Øvelser i stillelesing for 2. skoleår Arbeidsheftet,"Dahl , Asta Holter",1962
3560,URN:NBN:no-nb_digibok_2008051904005,Nå lærer vi grammatikk,"Nesset , Kåre / Østnor , Gerd",1962
3535,URN:NBN:no-nb_digibok_2009020204055,Thorbjørn Egners lesebøker. 6 : Det var en gang : for annen halvdel av fjerde skoleår,"Egner , Thorbjørn",1962
3279,URN:NBN:no-nb_digibok_2007043001039,Øving gjør mester : lærebok med øvinger i skriftlig norsk. D. 2 : ... for 4.-7. klasse,"Knappen , A. E.",1962
1806,URN:NBN:no-nb_digibok_2010082008117,Thorbjørn Egners lesebøker. 9 : Framover : for første halvdel av sjette skoleår,"Egner , Thorbjørn",1962
3306,URN:NBN:no-nb_digibok_2009062301005,Hva leste du nå?. H. 1 : Øvelser i stillelesing for 2. skoleår Lærerens fasit til Arbeidsheftet,"Dahl , Asta Holter",1962
1300,URN:NBN:no-nb_digibok_2014030308331,Norsk stil : råd og regler for stilskriving : med 14 prøvedisposisjoner,"Nordberg , Sverre",1962
617,URN:NBN:no-nb_digibok_2007041001047,Lesebok for ungdom,"Høeg , Hans / Svarstad , Hans / Svarstad , Nils Hægeland",1962
2412,URN:NBN:no-nb_digibok_2009061504071,Norsk litteraturhistorie for gymnaset,"Dale , Johs . A.",1962
151,URN:NBN:no-nb_digibok_2009013004019,Thorbjørn Egners lesebøker : tolvbindsutgave. Bok 10 : Hverdagens saga : for annen halvdel av sjette skoleår : hovedemne: fra nord-norsk litteratur,"Egner , Thorbjørn",1962
193,URN:NBN:no-nb_digibok_2017062107004,Morsmålet : norsklære for ungdomsskolen 7.-.9.år,"Fossestøl , Bernt / Lundeby , Einar / Torvik , Ingvald",1962
3780,URN:NBN:no-nb_digibok_2007050901009,Øving gjør mester : lærebok med øvinger i skriftlig norsk. D. 1 : ... for 2.-3. klasse,"Knappen , A. E.",1963
4636,URN:NBN:no-nb_digibok_2009022500137,"Nå leser vi : lesebok for første skoleår : Rettleiing til ""Nå leser vi""","Bråstad , Målfrid",1963
2738,URN:NBN:no-nb_digibok_2007050301032,"Gyldendals lesebøker for den 9-årige skolen. 3, d. 2 : Tredje skoleår D. 2","Auklend , Oddny / Esperø , Anton / Havnelid , Anders",1963
3215,URN:NBN:no-nb_digibok_2007050800047,Gyldendals lesebøker for den 9-årige skulen. 7 : Sjuande skuleåret,"Torvik , Ingvald / Wiik , Kjell / Havnelid , Anders",1963
3828,URN:NBN:no-nb_digibok_2007050301030,"Gyldendals lesebøker for den 9-årige skolen. 3, d. 1 : Tredje skoleår D. 1","Auklend , Oddny / Esperø , Anton / Havnelid , Anders",1963
1777,URN:NBN:no-nb_digibok_2007051000013,Norsk litteratur gjennom 1000 år. B. 1 : Inntil 1814,"Skard , Vemund",1963
4609,URN:NBN:no-nb_digibok_2007032801009,Gyldendals lesebøker for den 9-årige skolen. 8 : Åttende skoleår,"Torvik , Ingvald / Wiik , Kjell / Havnelid , Anders",1963
1034,URN:NBN:no-nb_digibok_2008112500106,"Gyldendals lesebøker for den 9-årige skulen. 2, d. 1 D. 1 : Andre skuleåret","Auklend , Oddny / Esperø , Anton / Havnelid , Anders",1963
2646,URN:NBN:no-nb_digibok_2008121004022,Norsk grammatikk for folkeskolen,"Haaland , Gerh .",1964
2291,URN:NBN:no-nb_digibok_2011022205187,Gyldendals lesebøker for den 9-årige skulen. 8 : Åttande skuleåret,"Torvik , Ingvald / Wiik , Kjell / Havnelid , Anders",1964
1716,URN:NBN:no-nb_digibok_2009011200055,Gyldendals lesebøker for den 9-årige skolen. 9 : Niende skoleår,"Moren , Sigmund / Torvik , Ingvald / Wiik , Kjell / Havnelid , Anders",1964
3022,URN:NBN:no-nb_digibok_2009041704036,Norsklære for ungdomsskolen : av 9-årig skole : nynorsk med bokmålstillegg,"Rørmark , Hilmar",1964
401,URN:NBN:no-nb_digibok_2014011708206,Skriveboka. 3 : Åse gåsejente : klasse 3,"Bakke , Anna Aas",1964
372,URN:NBN:no-nb_digibok_2011011105063,Norskbok for folkeskulen : rettskriving og grammatikk : 2. og 3. skuleåret,"Søreide , Henrik / Solheim , Bjørn Elling",1964
4238,URN:NBN:no-nb_digibok_2012111508204,Thorbjørn Egners lesebøker. 5 : Hav og hei : for fyrste halvdelen av fjerde skuleåret,"Egner , Thorbjørn",1964
4331,URN:NBN:no-nb_digibok_2008062304073,Norsk-oppgåver for ungdomsskulen - 1 : ei hjelpebok for 7. skuleåret,"Solheim , Bjørn Elling",1964
2476,URN:NBN:no-nb_digibok_2009062300003,Hva leste du nå?. H. 2 : Øvelser i stillelesing for 3. skoleår Lærerens fasit til arbeidsheftet,"Dahl , Asta Holter",1964
1283,URN:NBN:no-nb_digibok_2009031600036,Hva leste du nå?. H. 2 : Øvelser i stillelesing for 3. skoleår,"Dahl , Asta Holter",1964
761,URN:NBN:no-nb_digibok_2011011706103,Nynorsk grammatikk : til repetisjonsbruk i ungdomsskule og gymnas,"Dahl , Willy",1964
250,URN:NBN:no-nb_digibok_2009062300002,Hva leste du nå?. H. 2 : Øvelser i stillelesing for 3. skoleår Arbeidsheftet,"Dahl , Asta Holter",1964
593,URN:NBN:no-nb_digibok_2007032301024,"Gyldendals lesebøker for den 9-årige skulen. 3, d. 1 D. 1 : Tredje skuleåret","Auklend , Oddny / Esperø , Anton / Havnelid , Anders",1964
4316,URN:NBN:no-nb_digibok_2008062304074,Norsk-oppgåver for ungdomsskulen - 2 : ei hjelpebok for 8. og 9. skuleåret,"Solheim , Bjørn Elling",1964
3739,URN:NBN:no-nb_digibok_2009012204091,Morsmålet : norsklære for ungdomsskulen 7.-9. år,"Fossestøl , Bernt / Lundeby , Einar / Torvik , Ingvald",1964
1092,URN:NBN:no-nb_digibok_2014021306033,Skriveboka. 1 : Askeladden : klasse 1,"Bakke , Anna Aas",1964
4446,URN:NBN:no-nb_digibok_2014052308137,Gyldendals lesebøker for den 9-årige skulen. 9 : Niande skuleåret,"Moren , Sigmund / Wiik , Kjell / Torvik , Ingvald / Havnelid , Anders",1964
245,URN:NBN:no-nb_digibok_2016053048077,Spoken Norwegian,"Haugen , Einar / Chapman , Kenneth G.",1964
3816,URN:NBN:no-nb_digibok_2013121105155,Skriveboka. 2 : Smørbukk : klasse 2,"Bakke , Anna Aas",1964
4588,URN:NBN:no-nb_digibok_2007052201043,Skriftlig norsk : B-utgave. 3. skoleår,"Bergersen , Hans / Hansen , Bjørn",1965
4216,URN:NBN:no-nb_digibok_2016021608328,Folkeskolens skriveverk. 2b : Oppgavebok Nå skriver vi : normalskrift,"Søvik , Nils",1965
4453,URN:NBN:no-nb_digibok_2011022306017,Folkeskolens skriveverk. 4 : Oppgavebok Normalskrift,"Søvik , Nils",1965
496,URN:NBN:no-nb_digibok_2016041248168,Folkeskolens skriveverk. [2] : Øvingsbok Nå øver vi : øvingsbok for normalskrift : 2. klasse,"Søvik , Nils",1965
3874,URN:NBN:no-nb_digibok_2007052204004,Skriftlig norsk : B-utgave. 2. skoleår,"Bergersen , Hans / Hansen , Bjørn",1965
4229,URN:NBN:no-nb_digibok_2016041248055,Folkeskolens skriveverk. [5] : Øvingsbok Nå øver vi : øvingsbok for 5.- 7. klasse,"Søvik , Nils",1965
4516,URN:NBN:no-nb_digibok_2009013004061,Thorbjørn Egners lesebøker. 13 : Verdens mestere : for åttende skoleår : små glimt fra verdenslitteraturen,"Egner , Thorbjørn",1965
2074,URN:NBN:no-nb_digibok_2016041248010,Folkeskolens skriveverk. 1c : Oppgavebok Nå skriver vi : prenteskrift,"Søvik , Nils",1965
4297,URN:NBN:no-nb_digibok_2009060900079,"Gyldendals lesebøker for den 9-årige skulen. 3, d. 2 : Tredje skuleåret - andre delen","Auklend , Oddny / Esperø , Anton / Havnelid , Anders",1965
2086,URN:NBN:no-nb_digibok_2010112306047,Folkeskolens skriveverk. 2 : Lærerhåndbok : metodikk og oppgavebøker for 2. klasse,"Søvik , Nils",1965
3567,URN:NBN:no-nb_digibok_2015102708103,Folkeskolens skriveverk. 1b : Oppgavebok Nå skriver vi : prenteskrift,"Søvik , Nils",1965
2277,URN:NBN:no-nb_digibok_2011011706119,Gyldendals lesebøker for den 9-årige skulen. 4 : Fjerde skuleåret,"Bakke , Anna Aas / Farestveit , Johannes / Havnelid , Anders",1965
1600,URN:NBN:no-nb_digibok_2010120705010,Folkeskolens skriveverk. 4 : Lærerhåndbok : metodikk og oppgavebøker for 4. klasse,"Søvik , Nils",1965
3644,URN:NBN:no-nb_digibok_2015011608066,"Wergeland, Welhaven : dikt, presentert for gymnasiaster","Haakonsen , Daniel / Welhaven , J. S. ( Johan Sebastian ) / Wergeland , Henrik",1965
4787,URN:NBN:no-nb_digibok_2008091200003,Lærebok i norsk. 1 : Hjelpebok for læreren : 1. klasse,"Tvinnereim , Einar / Johansen , Chris",1965
2523,URN:NBN:no-nb_digibok_2008091200006,Lærebok i norsk. 2 : Med arbeidsoppgaver i grammatikk og heimstadlære : 2. klasse,"Tvinnereim , Einar / Johansen , Chris",1965
1587,URN:NBN:no-nb_digibok_2011021006036,Folkeskolens skriveverk. 1 : Lærerhåndbok : metodikk og oppgavebøker for 1. klasse,"Søvik , Nils",1965
2867,URN:NBN:no-nb_digibok_2016041808047,Folkeskolens skriveverk. 1a : Oppgavebok Nå skriver vi : prenteskrift,"Søvik , Nils",1965
1117,URN:NBN:no-nb_digibok_2011011706032,Skriftlig norsk : B-utgave : [Lærerens bok] 2. skoleår,"Bergersen , Hans / Hansen , Bjørn",1965
